From	To
A2A2V1	HGNC:9449
A2A2V2	HGNC:28965
A2A2V4	HGNC:12680
A2A2Y8	HGNC:2194
A2A300	HGNC:23644
A2A304	HGNC:21485
A2A305	HGNC:14185
A2A306	HGNC:14185
A2A312	HGNC:20842
A2A326	HGNC:13009
A2A340	HGNC:11490
A2A341	HGNC:11490
A2A343	HGNC:14632
A2A352	HGNC:2203
A2A353	HGNC:39849
A2A369	HGNC:19191
A2A370	HGNC:19191
A2A376	HGNC:19102
A2A393	HGNC:33776
A2A3C1	HGNC:944
A2A3C2	HGNC:944
A2A3C3	HGNC:944
A2A3C4	HGNC:944
A2A3C6	HGNC:944
A2A3D8	HGNC:14674
A2A3D9	HGNC:14674
A2A3E1	HGNC:14674
A2A3E2	HGNC:14674
A2A3E3	HGNC:14674
A2A3E4	HGNC:14674
A2A3E5	HGNC:14674
A2A3E6	HGNC:14674
A2A3E7	HGNC:14674
A2A3E8	HGNC:14674
A2A3F3	HGNC:17992
A2A3F4	HGNC:17992
A2A3F7	HGNC:17992
A2A3F8	HGNC:28296
A2A3F9	HGNC:28296
A2A3G7	HGNC:14576
A2A3G9	HGNC:13552
A2A3H1	HGNC:14576
A2A3H2	HGNC:28361
A2A3K3	HGNC:21293
A2A3L9	HGNC:8890
A2A3M4	HGNC:17429
A2A3N8	HGNC:243
A2A3P3	HGNC:21638
A2A3Q2	HGNC:29277
A2A3R5	HGNC:10429
A2A3R7	HGNC:10429
A2A3S1	HGNC:12672
A2A3T8	HGNC:32333
A2A3U3	HGNC:16222
A2A3U4	HGNC:16222
A2A3Z5	HGNC:26789
A2A437	HGNC:9670
A2A492	HGNC:16976
A2A4F6	HGNC:24238
A2A5X0	HGNC:8994
A2A639	HGNC:14576
A2A640	HGNC:14576
A2AAS7	HGNC:2187
A2AAT0	HGNC:4927
A2AAT8	HGNC:4934
A2AAY8	HGNC:4944
A2AAZ0	HGNC:4944
A2AAZ2	HGNC:10065
A2AAZ3	HGNC:10065
A2AAZ4	HGNC:10065
A2AAZ5	HGNC:10065
A2AAZ6	HGNC:10065
A2AB05	HGNC:21163
A2AB06	HGNC:21163
A2AB07	HGNC:21163
A2AB09	HGNC:3757
A2AB10	HGNC:3757
A2AB11	HGNC:3757
A2AB12	HGNC:3757
A2AB13	HGNC:3757
A2AB15	HGNC:2739
A2AB20	HGNC:6389
A2AB22	HGNC:8919
A2AB23	HGNC:8919
A2AB25	HGNC:8919
A2AB27	HGNC:4413
A2AB88	HGNC:4926
A2AB89	HGNC:9769
A2AB90	HGNC:11566
A2AB93	HGNC:13085
A2AB94	HGNC:2681
A2ABC7	HGNC:13943
A2ABE9	HGNC:7328
A2ABF0	HGNC:7328
A2ABF1	HGNC:7328
A2ABF4	HGNC:12651
A2ABF8	HGNC:14129
A2ABF9	HGNC:14129
A2ABG0	HGNC:1248
A2ABH0	HGNC:13930
A2ABH1	HGNC:13930
A2ABH3	HGNC:13930
A2ABH4	HGNC:13930
A2ABH5	HGNC:13930
A2ABJ5	HGNC:3757
A2ABK1	HGNC:13974
A2ABK2	HGNC:13974
A2ABK4	HGNC:13974
A2ABL0	HGNC:2730
A2ABL2	HGNC:2730
A2ABL5	HGNC:4658
A2ABL6	HGNC:21642
A2ABM8	HGNC:2730
A2ABN6	HGNC:9326
A2ABN6	HGNC:48343
A2ABN7	HGNC:9326
A2ABS3	HGNC:13934
A2ABS4	HGNC:13934
A2AC57	HGNC:7091
A2ACQ9	HGNC:9546
A2ACR0	HGNC:9546
A2ACR1	HGNC:9546
A2ADX3	HGNC:4945
A2AE48	HGNC:12962
A2AE50	HGNC:12962
A2AE51	HGNC:12962
A2AEA2	HGNC:4933
A2AH61	HGNC:23535
A2AH62	HGNC:23535
A2AH63	HGNC:23535
A2AH64	HGNC:23535
A2AH65	HGNC:23535
A2AH66	HGNC:23535
A2AVK2	HGNC:4584
A2BF26	HGNC:4933
A2BH96	HGNC:32000
A2IBA6	HGNC:18483
A2ID95	HGNC:11835
A2ID99	HGNC:680
A2IDA2	HGNC:20561
A2IDA3	HGNC:7211
A2IDB1	HGNC:12853
A2IDB2	HGNC:12853
A2IDC5	HGNC:14484
A2IDC6	HGNC:14484
A2IDC7	HGNC:14484
A2IDC9	HGNC:7852
A2IDD0	HGNC:7852
A2RRB2	HGNC:29238
A2RRD2	HGNC:11037
A2RRF1	HGNC:16503
A2RRG0	HGNC:19098
A2RRM7	HGNC:14422
A2RRN2	HGNC:16471
A2RRQ4	HGNC:6554
A2RTY8	HGNC:25854
A2RUS6	HGNC:27843
A2SY06	HGNC:6897
A2T115	HGNC:21191
A2T926	HGNC:11875
A2TJX0	HGNC:6349
A2TKE4	HGNC:12403
A2VCN0	HGNC:27963
A2VCS9	HGNC:26118
A3EY21	HGNC:10593
A3EZ84	HGNC:25063
A3KCU8	HGNC:13432
A3KFI1	HGNC:7650
A3KFI2	HGNC:7650
A3KFI3	HGNC:7650
A3KFI4	HGNC:7650
A3KFI5	HGNC:7650
A3KFI9	HGNC:2483
A3KFJ0	HGNC:11393
A3KFJ1	HGNC:11393
A3KFJ2	HGNC:11393
A3KFJ8	HGNC:25922
A3KFK1	HGNC:30935
A3KFK2	HGNC:30935
A3KFL1	HGNC:17097
A3KFL2	HGNC:17097
A3KFL4	HGNC:17097
A3KFL5	HGNC:17097
A3KMR5	HGNC:20116
A3KN61	HGNC:11551
A3KQT1	HGNC:2957
A3QK36	HGNC:1485
A3QK37	HGNC:1485
A4D0Q2	HGNC:22210
A4D0Q5	HGNC:6589
A4D0R2	HGNC:11507
A4D0V1	HGNC:12780
A4D1A2	HGNC:1944
A4D1G6	HGNC:1440
A4D1N6	HGNC:9102
A4D1W8	HGNC:17572
A4D212	HGNC:24555
A4D214	HGNC:6782
A4D2J4	HGNC:9176
A4D2Q0	HGNC:18587
A4F3V8	HGNC:2595
A4FU16	HGNC:16502
A4FU63	HGNC:5999
A4FUP2	HGNC:11714
A4KYM5	HGNC:19423
A4Q9G9	HGNC:9351
A4QN25	HGNC:31988
A4QPA5	HGNC:25357
A4QPB6	HGNC:684
A4QPG7	HGNC:24303
A4UHQ8	HGNC:1317
A4UHQ9	HGNC:1317
A5D8W3	HGNC:49
A5PKU7	HGNC:11603
A5PKV6	HGNC:3436
A5PKY6	HGNC:56
A5PKZ0	HGNC:30391
A5PLL3	HGNC:13013
A5PLP2	HGNC:18711
A5YM73	HGNC:16470
A6H8Y7	HGNC:23261
A6H8Z3	HGNC:17063
A6H900	HGNC:26564
A6NC03	HGNC:18504
A6NC16	HGNC:33905
A6NC17	HGNC:6898
A6NC48	HGNC:1118
A6NC58	HGNC:13054
A6NC61	HGNC:23605
A6NC89	HGNC:13834
A6NCA8	HGNC:14185
A6NCB9	HGNC:3519
A6NCC9	HGNC:12386
A6NCE0	HGNC:24814
A6NCG2	HGNC:18120
A6NCI0	HGNC:14493
A6NCK0	HGNC:621
A6NCP5	HGNC:29096
A6NCP7	HGNC:12553
A6NCQ0	HGNC:8052
A6NCQ8	HGNC:3611
A6NCR4	HGNC:19264
A6NCS7	HGNC:12638
A6NCS9	HGNC:10671
A6NCT7	HGNC:2193
A6ND05	HGNC:6296
A6ND22	HGNC:14048
A6ND33	HGNC:7165
A6ND58	HGNC:13239
A6ND79	HGNC:30681
A6ND81	HGNC:6645
A6ND82	HGNC:374
A6ND93	HGNC:29446
A6ND99	HGNC:5193
A6NDA1	HGNC:32979
A6NDC7	HGNC:9879
A6NDF3	HGNC:28790
A6NDI8	HGNC:14064
A6NDJ3	HGNC:37471
A6NDL0	HGNC:19031
A6NDR9	HGNC:2193
A6NDT1	HGNC:21355
A6NDV3	HGNC:31992
A6NDW0	HGNC:23019
A6NDY5	HGNC:17129
A6NDZ3	HGNC:15925
A6NDZ7	HGNC:30798
A6NE09	HGNC:36809
A6NE23	HGNC:30708
A6NE70	HGNC:20893
A6NE76	HGNC:2555
A6NE78	HGNC:11950
A6NE92	HGNC:13069
A6NEC0	HGNC:25504
A6NEC3	HGNC:37287
A6NEF1	HGNC:6237
A6NEL0	HGNC:4984
A6NEM2	HGNC:4839
A6NEM5	HGNC:8965
A6NEP8	HGNC:61
A6NEP9	HGNC:23303
A6NEQ6	HGNC:2217
A6NER6	HGNC:1435
A6NES3	HGNC:13276
A6NEW7	HGNC:11527
A6NF29	HGNC:6881
A6NF31	HGNC:2567
A6NF48	HGNC:13075
A6NF51	HGNC:1096
A6NFB4	HGNC:2440
A6NFD7	HGNC:18257
A6NFF4	HGNC:15522
A6NFI1	HGNC:11022
A6NFL3	HGNC:24007
A6NFN2	HGNC:11320
A6NFN5	HGNC:3491
A6NFQ9	HGNC:16511
A6NFR2	HGNC:13625
A6NFR9	HGNC:13576
A6NFS0	HGNC:13069
A6NFV8	HGNC:17328
A6NFW1	HGNC:13315
A6NFX8	HGNC:8052
A6NFY0	HGNC:7219
A6NG08	HGNC:25019
A6NG10	HGNC:12738
A6NG31	HGNC:9869
A6NG32	HGNC:8740
A6NG45	HGNC:17169
A6NG51	HGNC:11273
A6NG75	HGNC:15818
A6NG79	HGNC:9343
A6NG92	HGNC:29072
A6NG98	HGNC:193
A6NG99	HGNC:24889
A6NGA6	HGNC:7889
A6NGF6	HGNC:7082
A6NGH2	HGNC:804
A6NGI5	HGNC:20193
A6NGJ0	HGNC:11694
A6NGJ7	HGNC:13315
A6NGL4	HGNC:37471
A6NGN6	HGNC:19080
A6NGP5	HGNC:14137
A6NGQ3	HGNC:15719
A6NGQ4	HGNC:16040
A6NGS0	HGNC:19268
A6NGT0	HGNC:13315
A6NGT6	HGNC:23924
A6NGV6	HGNC:700
A6NGW1	HGNC:16688
A6NGW4	HGNC:11022
A6NGX6	HGNC:28466
A6NGX9	HGNC:29037
A6NGY7	HGNC:19351
A6NGZ2	HGNC:4984
A6NH01	HGNC:560
A6NH27	HGNC:13195
A6NH36	HGNC:10424
A6NH44	HGNC:23527
A6NHA5	HGNC:14554
A6NHB5	HGNC:13054
A6NHC7	HGNC:42952
A6NHD6	HGNC:33838
A6NHE2	HGNC:9879
A6NHF2	HGNC:1122
A6NHF8	HGNC:17515
A6NHG8	HGNC:12033
A6NHH0	HGNC:17822
A6NHH5	HGNC:21444
A6NHJ8	HGNC:2420
A6NHK2	HGNC:11161
A6NHM7	HGNC:30320
A6NHN2	HGNC:21461
A6NHN7	HGNC:13054
A6NHR2	HGNC:14034
A6NHU4	HGNC:384
A6NHU9	HGNC:14295
A6NHV6	HGNC:29650
A6NI33	HGNC:25712
A6NI63	HGNC:26679
A6NI74	HGNC:31670
A6NIA0	HGNC:6857
A6NIB9	HGNC:14632
A6NIC1	HGNC:17981
A6NIF9	HGNC:17702
A6NIL2	HGNC:23450
A6NIR2	HGNC:25019
A6NIT2	HGNC:8925
A6NIT4	HGNC:2441
A6NIU4	HGNC:26679
A6NIV2	HGNC:21648
A6NIW2	HGNC:23483
A6NIW5	HGNC:9353
A6NIZ0	HGNC:17620
A6NIZ6	HGNC:18318
A6NJ10	HGNC:20243
A6NJ11	HGNC:12520
A6NJ28	HGNC:9879
A6NJ33	HGNC:24176
A6NJ38	HGNC:30320
A6NJ96	HGNC:25013
A6NJ97	HGNC:20291
A6NJA2	HGNC:12612
A6NJB5	HGNC:29072
A6NJC0	HGNC:24239
A6NJC3	HGNC:12530
A6NJD9	HGNC:10322
A6NJE6	HGNC:10540
A6NJE8	HGNC:18508
A6NJH9	HGNC:3252
A6NJJ0	HGNC:17169
A6NJT9	HGNC:7082
A6NJU6	HGNC:8052
A6NJX0	HGNC:17846
A6NJX6	HGNC:23518
A6NJZ9	HGNC:24034
A6NK28	HGNC:6845
A6NK38	HGNC:17702
A6NK56	HGNC:23319
A6NK81	HGNC:10930
A6NK88	HGNC:1786
A6NKB8	HGNC:10078
A6NKC6	HGNC:15946
A6NKD7	HGNC:23527
A6NKE1	HGNC:19942
A6NKH4	HGNC:11172
A6NKM8	HGNC:11022
A6NKZ2	HGNC:9959
A6NKZ9	HGNC:11804
A6NL11	HGNC:16284
A6NL20	HGNC:18504
A6NL54	HGNC:13054
A6NL56	HGNC:17363
A6NL66	HGNC:28792
A6NL68	HGNC:11005
A6NL76	HGNC:129
A6NL85	HGNC:18439
A6NL93	HGNC:4984
A6NLB9	HGNC:16655
A6NLC6	HGNC:868
A6NLF3	HGNC:25428
A6NLG4	HGNC:10854
A6NLH6	HGNC:25013
A6NLM8	HGNC:11326
A6NLN1	HGNC:9583
A6NLP3	HGNC:16276
A6NLU8	HGNC:7370
A6NLW9	HGNC:15196
A6NLX9	HGNC:26338
A6NM32	HGNC:14651
A6NM42	HGNC:32237
A6NM44	HGNC:6296
A6NM56	HGNC:10540
A6NM71	HGNC:28912
A6NM95	HGNC:16770
A6NMA8	HGNC:2420
A6NME1	HGNC:24131
A6NMH0	HGNC:8596
A6NMH6	HGNC:16511
A6NMH8	HGNC:1701
A6NML8	HGNC:2877
A6NMN0	HGNC:8925
A6NMQ1	HGNC:9173
A6NMQ3	HGNC:3360
A6NMS2	HGNC:9465
A6NMT1	HGNC:13315
A6NMU3	HGNC:11357
A6NMU8	HGNC:15529
A6NMV7	HGNC:4848
A6NMX7	HGNC:14288
A6NMY3	HGNC:428
A6NN40	HGNC:24084
A6NN42	HGNC:11950
A6NN50	HGNC:29092
A6NN80	HGNC:544
A6NN97	HGNC:25233
A6NNA4	HGNC:6910
A6NND1	HGNC:10430
A6NND8	HGNC:2420
A6NNE7	HGNC:14651
A6NNF7	HGNC:10601
A6NNH3	HGNC:457
A6NNI4	HGNC:1709
A6NNK5	HGNC:11999
A6NNM2	HGNC:16191
A6NNN6	HGNC:8727
A6NNT0	HGNC:4636
A6NNU8	HGNC:7960
A6NNZ0	HGNC:24061
A6NNZ3	HGNC:20648
A6NP03	HGNC:15664
A6NP16	HGNC:17810
A6NP17	HGNC:23527
A6NP24	HGNC:2419
A6NP46	HGNC:4289
A6NP52	HGNC:28911
A6NP58	HGNC:9639
A6NP74	HGNC:13625
A6PVC0	HGNC:1138
A6PVC3	HGNC:17082
A6PVC9	HGNC:21082
A6PVD3	HGNC:11190
A6PVD9	HGNC:17025
A6PVF6	HGNC:7973
A6PVH2	HGNC:14522
A6PVH4	HGNC:14522
A6PVH5	HGNC:4678
A6PVH9	HGNC:2314
A6PVI0	HGNC:9898
A6PVI1	HGNC:9898
A6PVI2	HGNC:9071
A6PVI4	HGNC:7096
A6PVI9	HGNC:1859
A6PVJ2	HGNC:15927
A6PVJ5	HGNC:15864
A6PVJ6	HGNC:15864
A6PVJ7	HGNC:15864
A6PVK0	HGNC:15864
A6PVK2	HGNC:16114
A6PVK5	HGNC:3531
A6PVK7	HGNC:26535
A6PVM6	HGNC:1402
A6PVM9	HGNC:28904
A6PVN3	HGNC:2342
A6PVN5	HGNC:9308
A6PVN6	HGNC:9308
A6PVN7	HGNC:9308
A6PVN8	HGNC:9308
A6PVN9	HGNC:9308
A6PVP2	HGNC:33631
A6PVP4	HGNC:16840
A6PVS0	HGNC:2063
A6PVS1	HGNC:21063
A6PVT2	HGNC:28318
A6PVT6	HGNC:6299
A6PVT7	HGNC:6299
A6PVT8	HGNC:6299
A6PVU0	HGNC:16970
A6PVU2	HGNC:20078
A6PVU3	HGNC:20078
A6PVU5	HGNC:21366
A6PVU7	HGNC:17429
A6PVU8	HGNC:12422
A6PVV2	HGNC:14542
A6PVV7	HGNC:29277
A6PVV8	HGNC:8984
A6PVW9	HGNC:10719
A6PVX1	HGNC:10719
A6PVX3	HGNC:9561
A6PVY1	HGNC:34395
A6PVY2	HGNC:34395
A6PVY5	HGNC:1325
A6PVY9	HGNC:7818
A6PW30	HGNC:18801
A6PW56	HGNC:8994
A6PW57	HGNC:8994
A6PW58	HGNC:8994
A6PW79	HGNC:21367
A6PW80	HGNC:3189
A6PWC8	HGNC:28706
A6PWM2	HGNC:28150
A6QRF2	HGNC:31686
A6QRG9	HGNC:9104
A6QRH1	HGNC:9104
A6QRH7	HGNC:13749
A6QRH8	HGNC:13749
A6QRI9	HGNC:10298
A6QRJ0	HGNC:2957
A6QRJ1	HGNC:868
A6XAE6	HGNC:3320
A6XGL2	HGNC:6081
A6XGL4	HGNC:33504
A6XGN4	HGNC:16234
A6XMW0	HGNC:9362
A6YPU5	HGNC:17589
A6YT98	HGNC:26533
A6YT99	HGNC:26533
A6YTA0	HGNC:26533
A6ZJ12	HGNC:38845
A6ZJ79	HGNC:677
A6ZJ82	HGNC:11496
A6ZJ87	HGNC:4479
A6ZJ96	HGNC:28010
A6ZJA2	HGNC:16411
A7E242	HGNC:376
A7E2U4	HGNC:31422
A7J992	HGNC:15673
A7UKX7	HGNC:6973
A7UKX8	HGNC:6973
A7UKY0	HGNC:6973
A7Y2D6	HGNC:30256
A8C4L5	HGNC:15866
A8CED3	HGNC:9486
A8DN24	HGNC:18129
A8DPD7	HGNC:25820
A8K066	HGNC:1579
A8K0A6	HGNC:29570
A8K0B5	HGNC:24094
A8K0G1	HGNC:12787
A8K0U1	HGNC:10588
A8K186	HGNC:23330
A8K1M9	HGNC:14648
A8K1X8	HGNC:4977
A8K268	HGNC:2469
A8K2I8	HGNC:24927
A8K2M3	HGNC:15939
A8K2U1	HGNC:28526
A8K327	HGNC:7760
A8K392	HGNC:18368
A8K3E4	HGNC:3661
A8K3Q5	HGNC:18358
A8K3U1	HGNC:21394
A8K417	HGNC:4892
A8K4E2	HGNC:3796
A8K4G3	HGNC:4840
A8K529	HGNC:25994
A8K541	HGNC:3057
A8K5B8	HGNC:21680
A8K5V8	HGNC:20709
A8K6Z3	HGNC:11404
A8K7K2	HGNC:7833
A8K7N4	HGNC:17846
A8K7Q2	HGNC:5241
A8K845	HGNC:2884
A8K846	HGNC:7159
A8K847	HGNC:10570
A8K8C2	HGNC:11582
A8K8E1	HGNC:25694
A8K8G0	HGNC:4856
A8K8L7	HGNC:20292
A8K8M0	HGNC:12024
A8K906	HGNC:25583
A8K927	HGNC:23460
A8K944	HGNC:24499
A8K9V6	HGNC:8684
A8KAD9	HGNC:28684
A8KAG0	HGNC:14888
A8KAG9	HGNC:20420
A8KAJ9	HGNC:26754
A8MPP7	HGNC:11402
A8MPP8	HGNC:7121
A8MPS3	HGNC:1396
A8MPU2	HGNC:23927
A8MPV1	HGNC:6872
A8MPV4	HGNC:7224
A8MPY5	HGNC:11402
A8MQ02	HGNC:7137
A8MQ07	HGNC:16862
A8MQ10	HGNC:24168
A8MQ23	HGNC:14542
A8MQ45	HGNC:14686
A8MQ58	HGNC:24554
A8MQB8	HGNC:3775
A8MQC9	HGNC:2018
A8MQD4	HGNC:26678
A8MQT7	HGNC:7082
A8MRA7	HGNC:18803
A8MRB1	HGNC:10500
A8MS87	HGNC:320
A8MSG4	HGNC:28318
A8MSH5	HGNC:15890
A8MSJ3	HGNC:41985
A8MSL3	HGNC:26046
A8MSM7	HGNC:26118
A8MSP2	HGNC:30268
A8MSQ5	HGNC:6299
A8MSS1	HGNC:21376
A8MST6	HGNC:25740
A8MSY1	HGNC:38834
A8MSZ8	HGNC:29092
A8MT02	HGNC:11153
A8MT08	HGNC:14189
A8MT14	HGNC:8819
A8MT18	HGNC:6332
A8MT20	HGNC:4597
A8MT21	HGNC:6421
A8MT23	HGNC:12393
A8MT25	HGNC:17920
A8MT31	HGNC:4085
A8MT37	HGNC:4616
A8MT40	HGNC:30264
A8MT72	HGNC:10467
A8MT87	HGNC:9160
A8MT92	HGNC:4572
A8MTC6	HGNC:30268
A8MTD3	HGNC:7224
A8MTE9	HGNC:23700
A8MTF1	HGNC:8983
A8MTF4	HGNC:13702
A8MTF7	HGNC:27223
A8MTF8	HGNC:1253
A8MTF9	HGNC:9879
A8MTG8	HGNC:24999
A8MTH1	HGNC:7219
A8MTJ1	HGNC:6883
A8MTK3	HGNC:17284
A8MTK4	HGNC:17861
A8MTM1	HGNC:1548
A8MTP3	HGNC:10894
A8MTP4	HGNC:10784
A8MTP9	HGNC:20038
A8MTQ2	HGNC:22938
A8MTQ3	HGNC:13630
A8MTS1	HGNC:1258
A8MTU0	HGNC:18835
A8MTU2	HGNC:13875
A8MTU9	HGNC:16274
A8MTV0	HGNC:8966
A8MTX4	HGNC:24123
A8MTY9	HGNC:3044
A8MTZ4	HGNC:11962
A8MTZ5	HGNC:6261
A8MTZ6	HGNC:25768
A8MU21	HGNC:30414
A8MU27	HGNC:11124
A8MU28	HGNC:621
A8MU33	HGNC:18309
A8MU38	HGNC:13345
A8MU39	HGNC:9322
A8MU44	HGNC:19884
A8MU58	HGNC:20609
A8MU67	HGNC:6606
A8MU75	HGNC:9118
A8MU99	HGNC:17209
A8MUA6	HGNC:21748
A8MUA9	HGNC:11124
A8MUB1	HGNC:12407
A8MUD9	HGNC:10363
A8MUE1	HGNC:6608
A8MUE8	HGNC:24280
A8MUF7	HGNC:4830
A8MUH2	HGNC:847
A8MUH3	HGNC:1675
A8MUI2	HGNC:7686
A8MUI5	HGNC:29069
A8MUK0	HGNC:10784
A8MUK5	HGNC:33854
A8MUL8	HGNC:26505
A8MUL9	HGNC:9005
A8MUM1	HGNC:12383
A8MUN0	HGNC:23599
A8MUN2	HGNC:603
A8MUP8	HGNC:9864
A8MUR8	HGNC:26264
A8MUS3	HGNC:10317
A8MUT6	HGNC:2900
A8MUT9	HGNC:2901
A8MUV4	HGNC:13875
A8MUY2	HGNC:6616
A8MUZ1	HGNC:17087
A8MV28	HGNC:29860
A8MV29	HGNC:5961
A8MV33	HGNC:8819
A8MV53	HGNC:9227
A8MV73	HGNC:20092
A8MV79	HGNC:23663
A8MVA8	HGNC:2901
A8MVB7	HGNC:30554
A8MVB7	HGNC:10628
A8MVC2	HGNC:18712
A8MVE2	HGNC:6605
A8MVE6	HGNC:20438
A8MVF3	HGNC:5109
A8MVF6	HGNC:14124
A8MVG1	HGNC:4029
A8MVG7	HGNC:6155
A8MVH1	HGNC:10634
A8MVI5	HGNC:29201
A8MVI8	HGNC:24496
A8MVK1	HGNC:6261
A8MVK8	HGNC:9879
A8MVL9	HGNC:31713
A8MVM1	HGNC:1504
A8MVM8	HGNC:7686
A8MVN1	HGNC:2857
A8MVQ3	HGNC:1493
A8MVQ8	HGNC:4249
A8MVR0	HGNC:16951
